 ISTEP , IPRSTP ,NBNTOT, TIME ,ARRAY(002),ARRAY(003),ARRAY(004),ARRAY(005),ARRAY(006),ARRAY(007),ARRAY(008),ARRAY(009),ARRAY(010),ARRAY(011),ARRAY(012),ARRAY(013),ARRAY(014),ARRAY(015),ARRAY(016),ARRAY(017),ARRAY(018),ARRAY(019),ARRAY(020),ARRAY(021),ARRAY(022),ARRAY(023),ARRAY(024),ARRAY(025),
22359,22400,25, 0.22159000E+005, 0.65779991E+003, 0.75945983E+003, 0.75975291E+003, 0.62815000E+003, 0.65005643E+003, 0.75897892E+003, 0.76030289E+003, 0.75972020E+003, 0.66329903E+003, 0.13766157E+002, 0.13766884E+002, 0.28773159E+002, 0.27499795E-002,-0.44304350E-006,-0.31403405E+001,-0.31403545E+001,-0.31403697E+001, 0.98806457E+002,-0.11095388E+003, 0.23704678E+001, 0.00000000E+000, 0.00000000E+000, 0.35023487E+007, 0.55448849E+002,
22559,22600,25, 0.22359000E+005, 0.65783664E+003, 0.75943844E+003, 0.75974065E+003, 0.62815000E+003, 0.65004103E+003, 0.75899050E+003, 0.76029110E+003, 0.75971642E+003, 0.66325486E+003, 0.13746155E+002, 0.13746848E+002, 0.28747936E+002, 0.26155381E-002,-0.43880239E-006,-0.33385193E+001,-0.33385371E+001,-0.33385563E+001, 0.98801242E+002,-0.11063116E+003, 0.26790964E+001, 0.00000000E+000, 0.00000000E+000, 0.35019095E+007, 0.55446453E+002,
22759,22800,25, 0.22559000E+005, 0.65787057E+003, 0.75941702E+003, 0.75972793E+003, 0.62815000E+003, 0.65002309E+003, 0.75900405E+003, 0.76027885E+003, 0.75971219E+003, 0.66321050E+003, 0.13727755E+002, 0.13728382E+002, 0.28722447E+002, 0.23550892E-002,-0.43451115E-006,-0.34956072E+001,-0.34956253E+001,-0.34956448E+001, 0.98796002E+002,-0.11033414E+003, 0.29371480E+001, 0.00000000E+000, 0.00000000E+000, 0.35014683E+007, 0.55444046E+002,
22959,23000,25, 0.22759000E+005, 0.65790179E+003, 0.75939549E+003, 0.75971479E+003, 0.62815000E+003, 0.65000297E+003, 0.75901746E+003, 0.76026617E+003, 0.75970746E+003, 0.66316599E+003, 0.13711960E+002, 0.13712473E+002, 0.28696783E+002, 0.19027564E-002,-0.42360429E-006,-0.36566807E+001,-0.36566974E+001,-0.36567155E+001, 0.98790770E+002,-0.11007856E+003, 0.32140650E+001, 0.00000000E+000, 0.00000000E+000, 0.35010283E+007, 0.55441645E+002,
23159,23200,25, 0.22959000E+005, 0.65793033E+003, 0.75937372E+003, 0.75970124E+003, 0.62815000E+003, 0.64998104E+003, 0.75902929E+003, 0.76025322E+003, 0.75970227E+003, 0.66312136E+003, 0.13698744E+002, 0.13699107E+002, 0.28671004E+002, 0.13036768E-002,-0.41432905E-006,-0.37590003E+001,-0.37590136E+001,-0.37590282E+001, 0.98785417E+002,-0.10986407E+003, 0.33964506E+001, 0.00000000E+000, 0.00000000E+000, 0.35005842E+007, 0.55439221E+002,
23359,23400,25, 0.23159000E+005, 0.65795625E+003, 0.75935150E+003, 0.75968730E+003, 0.62815000E+003, 0.64995763E+003, 0.75903888E+003, 0.76024023E+003, 0.75969669E+003, 0.66307602E+003, 0.13688337E+002, 0.13688609E+002, 0.28645089E+002, 0.94225568E-003,-0.41620630E-006,-0.37728037E+001,-0.37728161E+001,-0.37728298E+001, 0.98779596E+002,-0.10969576E+003, 0.34214404E+001, 0.00000000E+000, 0.00000000E+000, 0.35001352E+007, 0.55436770E+002,
23559,23600,25, 0.23359000E+005, 0.65797961E+003, 0.75932852E+003, 0.75967296E+003, 0.62815000E+003, 0.64993290E+003, 0.75904603E+003, 0.76022758E+003, 0.75969088E+003, 0.66302881E+003, 0.13680304E+002, 0.13680450E+002, 0.28619001E+002, 0.43458064E-003,-0.42060448E-006,-0.36736331E+001,-0.36736401E+001,-0.36736480E+001, 0.98773052E+002,-0.10956503E+003, 0.32439349E+001, 0.00000000E+000, 0.00000000E+000, 0.34996642E+007, 0.55434197E+002,
23759,23800,25, 0.23559000E+005, 0.65800047E+003, 0.75930450E+003, 0.75965824E+003, 0.62815000E+003, 0.64990694E+003, 0.75905114E+003, 0.76021545E+003, 0.75968495E+003, 0.66297819E+003, 0.13672956E+002, 0.13673014E+002, 0.28592796E+002, 0.77973535E-004,-0.43237422E-006,-0.35346974E+001,-0.35347023E+001,-0.35347080E+001, 0.98765436E+002,-0.10944595E+003, 0.30032055E+001, 0.00000000E+000, 0.00000000E+000, 0.34991613E+007, 0.55431449E+002,
23959,24000,25, 0.23759000E+005, 0.65801882E+003, 0.75927919E+003, 0.75964312E+003, 0.62815000E+003, 0.64987961E+003, 0.75905484E+003, 0.76020405E+003, 0.75967907E+003, 0.66292246E+003, 0.13665558E+002, 0.13665643E+002, 0.28566442E+002, 0.17615784E-003,-0.45775910E-006,-0.33171991E+001,-0.33172024E+001,-0.33172065E+001, 0.98756660E+002,-0.10932798E+003, 0.26449876E+001, 0.00000000E+000, 0.00000000E+000, 0.34986036E+007, 0.55428400E+002,
24159,24200,25, 0.23959000E+005, 0.65803458E+003, 0.75925229E+003, 0.75962758E+003, 0.62815000E+003, 0.64985075E+003, 0.75905775E+003, 0.76019370E+003, 0.75967349E+003, 0.66286022E+003, 0.13656998E+002, 0.13657165E+002, 0.28540073E+002, 0.49490018E-003,-0.49015174E-006,-0.29524008E+001,-0.29524035E+001,-0.29524068E+001, 0.98746873E+002,-0.10919237E+003, 0.20952276E+001, 0.00000000E+000, 0.00000000E+000, 0.34979846E+007, 0.55425015E+002,
24359,24400,25, 0.24159000E+005, 0.65804759E+003, 0.75922410E+003, 0.75961158E+003, 0.62815000E+003, 0.64982024E+003, 0.75906026E+003, 0.76018485E+003, 0.75966854E+003, 0.66279091E+003, 0.13647636E+002, 0.13647814E+002, 0.28513841E+002, 0.52651540E-003,-0.51465933E-006,-0.24489862E+001,-0.24489883E+001,-0.24489909E+001, 0.98736295E+002,-0.10904289E+003, 0.14416282E+001, 0.00000000E+000, 0.00000000E+000, 0.34972915E+007, 0.55421226E+002,
24559,24600,25, 0.24359000E+005, 0.65805768E+003, 0.75919457E+003, 0.75959508E+003, 0.62815000E+003, 0.64978810E+003, 0.75906240E+003, 0.76017777E+003, 0.75966445E+003, 0.66271527E+003, 0.13637404E+002, 0.13637637E+002, 0.28488002E+002, 0.74070038E-003,-0.54139621E-006,-0.18682605E+001,-0.18682622E+001,-0.18682644E+001, 0.98725804E+002,-0.10888033E+003, 0.83898741E+000, 0.00000000E+000, 0.00000000E+000, 0.34965410E+007, 0.55417124E+002,
24759,24800,25, 0.24559000E+005, 0.65806474E+003, 0.75916383E+003, 0.75957806E+003, 0.62815000E+003, 0.64975442E+003, 0.75906410E+003, 0.76017262E+003, 0.75966139E+003, 0.66263509E+003, 0.13626768E+002, 0.13627028E+002, 0.28462619E+002, 0.83613263E-003,-0.56301950E-006,-0.13220311E+001,-0.13220325E+001,-0.13220342E+001, 0.98715534E+002,-0.10871099E+003, 0.42011087E+000, 0.00000000E+000, 0.00000000E+000, 0.34957417E+007, 0.55412757E+002,
24959,25000,25, 0.24759000E+005, 0.65806872E+003, 0.75913200E+003, 0.75956048E+003, 0.62815000E+003, 0.64971929E+003, 0.75906520E+003, 0.76016949E+003, 0.75965950E+003, 0.66255230E+003, 0.13616340E+002, 0.13616586E+002, 0.28437676E+002, 0.77782139E-003,-0.57983466E-006,-0.69734730E+000,-0.69734804E+000,-0.69734893E+000, 0.98705732E+002,-0.10854446E+003, 0.11689039E+000, 0.00000000E+000, 0.00000000E+000, 0.34949225E+007, 0.55408282E+002,
25159,25200,25, 0.24959000E+005, 0.65806966E+003, 0.75909916E+003, 0.75954231E+003, 0.62815000E+003, 0.64968276E+003, 0.75906579E+003, 0.76016786E+003, 0.75965853E+003, 0.66246840E+003, 0.13605912E+002, 0.13606157E+002, 0.28412986E+002, 0.76693313E-003,-0.59650194E-006,-0.34856188E+000,-0.34856217E+000,-0.34856255E+000, 0.98696281E+002,-0.10837825E+003, 0.29203866E-001, 0.00000000E+000, 0.00000000E+000, 0.34940879E+007, 0.55403723E+002,
25359,25400,25, 0.25159000E+005, 0.65806767E+003, 0.75906533E+003, 0.75952352E+003, 0.62815000E+003, 0.64964478E+003, 0.75906607E+003, 0.76016709E+003, 0.75965806E+003, 0.66238386E+003, 0.13595279E+002, 0.13595537E+002, 0.28388363E+002, 0.81136576E-003,-0.61458019E-006,-0.16457108E+000,-0.16457108E+000,-0.16457111E+000, 0.98686600E+002,-0.10820913E+003, 0.65100995E-002, 0.00000000E+000, 0.00000000E+000, 0.34932515E+007, 0.55399153E+002,
25559,25600,25, 0.25359000E+005, 0.65806285E+003, 0.75903052E+003, 0.75950409E+003, 0.62815000E+003, 0.64960528E+003, 0.75906625E+003, 0.76016660E+003, 0.75965777E+003, 0.66229832E+003, 0.13583823E+002, 0.13584113E+002, 0.28363746E+002, 0.93484322E-003,-0.63464484E-006,-0.16163591E+000,-0.16163597E+000,-0.16163606E+000, 0.98676764E+002,-0.10802736E+003, 0.62799513E-002, 0.00000000E+000, 0.00000000E+000, 0.34924051E+007, 0.55394528E+002,
25759,25800,25, 0.25559000E+005, 0.65805530E+003, 0.75899474E+003, 0.75948400E+003, 0.62815000E+003, 0.64956418E+003, 0.75906651E+003, 0.76016592E+003, 0.75965736E+003, 0.66221162E+003, 0.13571333E+002, 0.13571674E+002, 0.28339106E+002, 0.11280404E-002,-0.65541372E-006,-0.27938218E+000,-0.27938251E+000,-0.27938291E+000, 0.98666730E+002,-0.10782960E+003, 0.18761950E-001, 0.00000000E+000, 0.00000000E+000, 0.34915418E+007, 0.55389810E+002,
25959,26000,25, 0.25759000E+005, 0.65804510E+003, 0.75895805E+003, 0.75946324E+003, 0.62815000E+003, 0.64952135E+003, 0.75906672E+003, 0.76016536E+003, 0.75965703E+003, 0.66212348E+003, 0.13558730E+002, 0.13559081E+002, 0.28314352E+002, 0.11644886E-002,-0.67049185E-006,-0.70538687E-001,-0.70538600E-001,-0.70538524E-001, 0.98656270E+002,-0.10762960E+003, 0.11960114E-002, 0.00000000E+000, 0.00000000E+000, 0.34906690E+007, 0.55385038E+002,
26159,26200,25, 0.25959000E+005, 0.65803233E+003, 0.75892056E+003, 0.75944179E+003, 0.62815000E+003, 0.64947678E+003, 0.75906674E+003, 0.76016529E+003, 0.75965699E+003, 0.66203326E+003, 0.13545655E+002, 0.13546034E+002, 0.28289520E+002, 0.12707795E-002,-0.68662246E-006,-0.19283702E-002,-0.19281816E-002,-0.19279860E-002, 0.98645484E+002,-0.10742255E+003, 0.89384335E-006, 0.00000000E+000, 0.00000000E+000, 0.34897752E+007, 0.55380151E+002,
26359,26400,25, 0.26159000E+005, 0.65801701E+003, 0.75888234E+003, 0.75941963E+003, 0.62815000E+003, 0.64943067E+003, 0.75906679E+003, 0.76016517E+003, 0.75965692E+003, 0.66194129E+003, 0.13531677E+002, 0.13532087E+002, 0.28264961E+002, 0.13898413E-002,-0.70190066E-006,-0.95954453E-001,-0.95954495E-001,-0.95954557E-001, 0.98635188E+002,-0.10720147E+003, 0.22131500E-002, 0.00000000E+000, 0.00000000E+000, 0.34888651E+007, 0.55375176E+002,
26559,26600,25, 0.26359000E+005, 0.65799921E+003, 0.75884338E+003, 0.75939677E+003, 0.62815000E+003, 0.64938322E+003, 0.75906701E+003, 0.76016457E+003, 0.75965655E+003, 0.66185090E+003, 0.13517393E+002, 0.13517807E+002, 0.28240585E+002, 0.14047543E-002,-0.71517164E-006,-0.28822981E+000,-0.28823009E+000,-0.28823044E+000, 0.98624587E+002,-0.10697534E+003, 0.19969094E-001, 0.00000000E+000, 0.00000000E+000, 0.34876905E+007, 0.55387859E+002,
26759,26800,25, 0.26559000E+005, 0.65797910E+003, 0.75880375E+003, 0.75937319E+003, 0.62815000E+003, 0.64933441E+003, 0.75906755E+003, 0.76016321E+003, 0.75965570E+003, 0.66176339E+003, 0.13502945E+002, 0.13503397E+002, 0.28216201E+002, 0.15491745E-002,-0.73039834E-006,-0.58661608E+000,-0.58661705E+000,-0.58661818E+000, 0.98614710E+002,-0.10674738E+003, 0.82715806E-001, 0.00000000E+000, 0.00000000E+000, 0.34868245E+007, 0.55383122E+002,
26959,27000,25, 0.26759000E+005, 0.65795690E+003, 0.75876352E+003, 0.75934890E+003, 0.62815000E+003, 0.64928383E+003, 0.75906845E+003, 0.76016096E+003, 0.75965429E+003, 0.66167632E+003, 0.13487219E+002, 0.13487725E+002, 0.28191400E+002, 0.17594232E-002,-0.74538473E-006,-0.78841331E+000,-0.78841472E+000,-0.78841634E+000, 0.98605072E+002,-0.10649975E+003, 0.14941303E+000, 0.00000000E+000, 0.00000000E+000, 0.34859626E+007, 0.55378407E+002,
27159,27200,25, 0.26959000E+005, 0.65793272E+003, 0.75872270E+003, 0.75932389E+003, 0.62815000E+003, 0.64923141E+003, 0.75906950E+003, 0.76015840E+003, 0.75965269E+003, 0.66158800E+003, 0.13471194E+002, 0.13471706E+002, 0.28166305E+002, 0.17797676E-002,-0.75428684E-006,-0.74541402E+000,-0.74541523E+000,-0.74541663E+000, 0.98594621E+002,-0.10624693E+003, 0.13355978E+000, 0.00000000E+000, 0.00000000E+000, 0.34850872E+007, 0.55373616E+002,
27359,27400,25, 0.27159000E+005, 0.65790660E+003, 0.75868138E+003, 0.75929817E+003, 0.62815000E+003, 0.64917753E+003, 0.75907017E+003, 0.76015683E+003, 0.75965171E+003, 0.66149847E+003, 0.13457412E+002, 0.13457820E+002, 0.28141360E+002, 0.13641989E-002,-0.75282257E-006,-0.26951955E+000,-0.26951962E+000,-0.26951974E+000, 0.98584723E+002,-0.10602802E+003, 0.17460679E-001, 0.00000000E+000, 0.00000000E+000, 0.34842007E+007, 0.55368765E+002,
27559,27600,25, 0.27359000E+005, 0.65787860E+003, 0.75863966E+003, 0.75927174E+003, 0.62815000E+003, 0.64912257E+003, 0.75907038E+003, 0.76015634E+003, 0.75965140E+003, 0.66140919E+003, 0.13445021E+002, 0.13445373E+002, 0.28116574E+002, 0.11391642E-002,-0.75675193E-006,-0.83735270E-001,-0.83735192E-001,-0.83735128E-001, 0.98575125E+002,-0.10583197E+003, 0.16853784E-002, 0.00000000E+000, 0.00000000E+000, 0.34833170E+007, 0.55363928E+002,
27759,27800,25, 0.27559000E+005, 0.65784879E+003, 0.75859748E+003, 0.75924462E+003, 0.62815000E+003, 0.64906675E+003, 0.75907050E+003, 0.76015608E+003, 0.75965124E+003, 0.66132088E+003, 0.13432938E+002, 0.13433259E+002, 0.28092057E+002, 0.10127057E-002,-0.76463768E-006,-0.11429239E+000,-0.11429241E+000,-0.11429245E+000, 0.98566140E+002,-0.10564135E+003, 0.31398954E-002, 0.00000000E+000, 0.00000000E+000, 0.34824435E+007, 0.55359148E+002,
27959,28000,25, 0.27759000E+005, 0.65781732E+003, 0.75855462E+003, 0.75921680E+003, 0.62815000E+003, 0.64901022E+003, 0.75907077E+003, 0.76015547E+003, 0.75965086E+003, 0.66123492E+003, 0.13421019E+002, 0.13421309E+002, 0.28067687E+002, 0.88535708E-003,-0.77382883E-006,-0.28231431E+000,-0.28231473E+000,-0.28231523E+000, 0.98555945E+002,-0.10545349E+003, 0.19157832E-001, 0.00000000E+000, 0.00000000E+000, 0.34813179E+007, 0.55372105E+002,
28159,28200,25, 0.27959000E+005, 0.65778435E+003, 0.75851103E+003, 0.75918830E+003, 0.62815000E+003, 0.64895263E+003, 0.75907128E+003, 0.76015428E+003, 0.75965012E+003, 0.66115262E+003, 0.13408537E+002, 0.13408878E+002, 0.28042391E+002, 0.10821129E-002,-0.79069089E-006,-0.45683771E+000,-0.45683851E+000,-0.45683944E+000, 0.98546345E+002,-0.10525822E+003, 0.50165421E-001, 0.00000000E+000, 0.00000000E+000, 0.34805014E+007, 0.55367632E+002,
28359,28400,25, 0.28159000E+005, 0.65775003E+003, 0.75846671E+003, 0.75915912E+003, 0.62815000E+003, 0.64889338E+003, 0.75907204E+003, 0.76015263E+003, 0.75964906E+003, 0.66106752E+003, 0.13393927E+002, 0.13394367E+002, 0.28016371E+002, 0.14709850E-002,-0.81317112E-006,-0.56499264E+000,-0.56499377E+000,-0.56499507E+000, 0.98534621E+002,-0.10503053E+003, 0.76730167E-001, 0.00000000E+000, 0.00000000E+000, 0.34796548E+007, 0.55362990E+002,
28559,28600,25, 0.28359000E+005, 0.65771430E+003, 0.75842166E+003, 0.75912926E+003, 0.62815000E+003, 0.64883251E+003, 0.75907280E+003, 0.76015097E+003, 0.75964798E+003, 0.66097568E+003, 0.13379061E+002, 0.13379490E+002, 0.27990297E+002, 0.14259508E-002,-0.82238867E-006,-0.37375636E+000,-0.37375698E+000,-0.37375768E+000, 0.98522036E+002,-0.10479735E+003, 0.33578227E-001, 0.00000000E+000, 0.00000000E+000, 0.34787413E+007, 0.55357980E+002,
28759,28800,25, 0.28559000E+005, 0.65767699E+003, 0.75837601E+003, 0.75909872E+003, 0.62815000E+003, 0.64877044E+003, 0.75907305E+003, 0.76015045E+003, 0.75964765E+003, 0.66087926E+003, 0.13367496E+002, 0.13367805E+002, 0.27964679E+002, 0.94348330E-003,-0.82320300E-006, 0.19470504E-001, 0.19470818E-001, 0.19471147E-001, 0.98510215E+002,-0.10461438E+003,-0.91124460E-004, 0.00000000E+000, 0.00000000E+000, 0.34777840E+007, 0.55352732E+002,
28959,29000,25, 0.28759000E+005, 0.65763798E+003, 0.75832990E+003, 0.75906750E+003, 0.62815000E+003, 0.64870745E+003, 0.75907304E+003, 0.76015045E+003, 0.75964793E+003, 0.66078016E+003, 0.13355377E+002, 0.13355683E+002, 0.27939462E+002, 0.92449675E-003,-0.83019427E-006, 0.99896019E-001, 0.99896397E-001, 0.99896802E-001, 0.98498683E+002,-0.10442473E+003,-0.23987055E-002, 0.00000000E+000, 0.00000000E+000, 0.34768009E+007, 0.55347343E+002,
29159,29200,25, 0.28959000E+005, 0.65759724E+003, 0.75828314E+003, 0.75903561E+003, 0.62815000E+003, 0.64867064E+003, 0.75907308E+003, 0.76015037E+003, 0.75964797E+003, 0.66068137E+003, 0.13340557E+002, 0.13340611E+002, 0.27916172E+002,-0.10769960E-003,-0.90615719E-006,-0.11906342E+000,-0.11906349E+000,-0.11906359E+000, 0.98489300E+002,-0.10418918E+003, 0.34075111E-002, 0.00000000E+000, 0.00000000E+000, 0.34758238E+007, 0.55341990E+002,
29359,29400,25, 0.29159000E+005, 0.65762372E+003, 0.75823561E+003, 0.75900305E+003, 0.62815000E+003, 0.64871290E+003, 0.75907340E+003, 0.76014955E+003, 0.75964746E+003, 0.66059149E+003, 0.13300827E+002, 0.13301063E+002, 0.27894947E+002, 0.61487749E-003,-0.91771691E-006,-0.38894248E+000,-0.38894238E+000,-0.38894236E+000, 0.98484158E+002,-0.10357236E+003, 0.36362299E-001, 0.00000000E+000, 0.00000000E+000, 0.34749395E+007, 0.55337152E+002,
29559,29600,25, 0.29359000E+005, 0.65773383E+003, 0.75818743E+003, 0.75896981E+003, 0.62815000E+003, 0.64873777E+003, 0.75907415E+003, 0.76014783E+003, 0.75964640E+003, 0.66050804E+003, 0.13279743E+002, 0.13280008E+002, 0.27870764E+002, 0.73358547E-003,-0.91915710E-006,-0.69304166E+000,-0.69304334E+000,-0.69304522E+000, 0.98474921E+002,-0.10324472E+003, 0.11545141E+000, 0.00000000E+000, 0.00000000E+000, 0.34741117E+007, 0.55332613E+002,
29759,29800,25, 0.29559000E+005, 0.65784948E+003, 0.75814041E+003, 0.75893591E+003, 0.62815000E+003, 0.64875024E+003, 0.75907524E+003, 0.76014553E+003, 0.75964498E+003, 0.66042101E+003, 0.13264653E+002, 0.13265017E+002, 0.27844901E+002, 0.11389733E-002,-0.88663746E-006,-0.68992945E+000,-0.68993101E+000,-0.68993277E+000, 0.98462612E+002,-0.10301176E+003, 0.11441684E+000, 0.00000000E+000, 0.00000000E+000, 0.34732444E+007, 0.55327851E+002,
29959,30000,25, 0.29759000E+005, 0.65795171E+003, 0.75809442E+003, 0.75890138E+003, 0.62815000E+003, 0.64875368E+003, 0.75907610E+003, 0.76014379E+003, 0.75964391E+003, 0.66032779E+003, 0.13257905E+002, 0.13258166E+002, 0.27819578E+002, 0.73872023E-003,-0.86374845E-006,-0.29963206E+000,-0.29963255E+000,-0.29963310E+000, 0.98450741E+002,-0.10290539E+003, 0.21580283E-001, 0.00000000E+000, 0.00000000E+000, 0.34723229E+007, 0.55322793E+002,
30159,30200,25, 0.29959000E+005, 0.65803819E+003, 0.75804904E+003, 0.75886625E+003, 0.62815000E+003, 0.64875036E+003, 0.75907617E+003, 0.76014364E+003, 0.75964425E+003, 0.66023237E+003, 0.13257640E+002, 0.13257811E+002, 0.27794951E+002, 0.38672368E-003,-0.83746146E-006, 0.33843290E+000, 0.33843378E+000, 0.33843473E+000, 0.98439534E+002,-0.10289987E+003,-0.27531237E-001, 0.00000000E+000, 0.00000000E+000, 0.34713752E+007, 0.55317593E+002,
30359,30400,25, 0.30159000E+005, 0.65810984E+003, 0.75800477E+003, 0.75883059E+003, 0.62815000E+003, 0.64874150E+003, 0.75907617E+003, 0.76014361E+003, 0.75964472E+003, 0.66013633E+003, 0.13253713E+002, 0.13253904E+002, 0.27771839E+002, 0.47102836E-003,-0.82227472E-006,-0.10469762E+000,-0.10469762E+000,-0.10469764E+000, 0.98430594E+002,-0.10283923E+003, 0.26348398E-002, 0.00000000E+000, 0.00000000E+000, 0.34704247E+007, 0.55312381E+002,
30559,30600,25, 0.30359000E+005, 0.65816802E+003, 0.75796096E+003, 0.75879445E+003, 0.62815000E+003, 0.64873113E+003, 0.75907628E+003, 0.76014259E+003, 0.75964438E+003, 0.66004830E+003, 0.13250852E+002, 0.13250814E+002, 0.27690572E+002,-0.43711236E-003,-0.80545826E-006,-0.38523177E+000,-0.38523217E+000,-0.38523265E+000, 0.98334514E+002,-0.10279129E+003, 0.35671779E-001, 0.00000000E+000, 0.00000000E+000, 0.34693923E+007, 0.55306536E+002,
30759,30800,25, 0.30559000E+005, 0.65821139E+003, 0.75791735E+003, 0.75875789E+003, 0.62815000E+003, 0.64874137E+003, 0.75907672E+003, 0.76014163E+003, 0.75964407E+003, 0.65946476E+003, 0.13251173E+002, 0.13250913E+002, 0.27623346E+002,-0.13228219E-002,-0.79068860E-006,-0.24020620E+000,-0.24020666E+000,-0.24020718E+000, 0.98100077E+002,-0.10279282E+003, 0.13869123E-001, 0.00000000E+000, 0.00000000E+000, 0.34633903E+007, 0.55273221E+002,
30959,31000,25, 0.30759000E+005, 0.65823009E+003, 0.75787389E+003, 0.75872095E+003, 0.62815000E+003, 0.64875264E+003, 0.75907704E+003, 0.76014084E+003, 0.75964354E+003, 0.65878742E+003, 0.13248769E+002, 0.13248627E+002, 0.27636974E+002,-0.85254920E-003,-0.79982172E-006,-0.30472672E+000,-0.30472733E+000,-0.30472802E+000, 0.98085498E+002,-0.10275735E+003, 0.22320383E-001, 0.00000000E+000, 0.00000000E+000, 0.34567688E+007, 0.55236943E+002,
31159,31200,25, 0.30959000E+005, 0.65822086E+003, 0.75783016E+003, 0.75868365E+003, 0.62815000E+003, 0.64875665E+003, 0.75907748E+003, 0.76013983E+003, 0.75964286E+003, 0.65824782E+003, 0.13243366E+002, 0.13243297E+002, 0.27659338E+002,-0.56270433E-003,-0.81249557E-006,-0.31087082E+000,-0.31087134E+000,-0.31087195E+000, 0.98084475E+002,-0.10267470E+003, 0.23229533E-001, 0.00000000E+000, 0.00000000E+000, 0.34515104E+007, 0.55208126E+002,
31359,31400,25, 0.31159000E+005, 0.65818772E+003, 0.75778591E+003, 0.75864603E+003, 0.62815000E+003, 0.64875416E+003, 0.75907794E+003, 0.76013892E+003, 0.75964225E+003, 0.65784397E+003, 0.13237751E+002, 0.13237635E+002, 0.27677769E+002,-0.74800295E-003,-0.80826631E-006,-0.26820538E+000,-0.26820605E+000,-0.26820679E+000, 0.98091099E+002,-0.10258692E+003, 0.17290818E-001, 0.00000000E+000, 0.00000000E+000, 0.34473150E+007, 0.55204233E+002,
31559,31600,25, 0.31359000E+005, 0.65813646E+003, 0.75774131E+003, 0.75860810E+003, 0.62815000E+003, 0.64874657E+003, 0.75907826E+003, 0.76013829E+003, 0.75964182E+003, 0.65755344E+003, 0.13232200E+002, 0.13231999E+002, 0.27690269E+002,-0.10918567E-002,-0.80498863E-006,-0.12662509E+000,-0.12662527E+000,-0.12662549E+000, 0.98098062E+002,-0.10249958E+003, 0.38540747E-002, 0.00000000E+000, 0.00000000E+000, 0.34445100E+007, 0.55188852E+002,
31759,31800,25, 0.31559000E+005, 0.65807231E+003, 0.75769626E+003, 0.75856986E+003, 0.62815000E+003, 0.64873462E+003, 0.75907836E+003, 0.76013808E+003, 0.75964168E+003, 0.65733672E+003, 0.13224597E+002, 0.13224364E+002, 0.27697121E+002,-0.12228384E-002,-0.81036055E-006,-0.30152430E-001,-0.30152284E-001,-0.30152138E-001, 0.98097621E+002,-0.10238132E+003, 0.21853711E-003, 0.00000000E+000, 0.00000000E+000, 0.34423949E+007, 0.55177237E+002,
31959,32000,25, 0.31759000E+005, 0.65799909E+003, 0.75765036E+003, 0.75853131E+003, 0.62815000E+003, 0.64871948E+003, 0.75907844E+003, 0.76013792E+003, 0.75964158E+003, 0.65716561E+003, 0.13214998E+002, 0.13214826E+002, 0.27700104E+002,-0.98850077E-003,-0.83438679E-006,-0.96135083E-001,-0.96135177E-001,-0.96135296E-001, 0.98092598E+002,-0.10223369E+003, 0.22214901E-002, 0.00000000E+000, 0.00000000E+000, 0.34404473E+007, 0.55185644E+002,
32159,32200,25, 0.31959000E+005, 0.65791938E+003, 0.75760344E+003, 0.75849245E+003, 0.62815000E+003, 0.64870192E+003, 0.75907869E+003, 0.76013742E+003, 0.75964125E+003, 0.65702588E+003, 0.13203919E+002, 0.13203784E+002, 0.27700945E+002,-0.84546518E-003,-0.84879396E-006,-0.21877813E+000,-0.21877821E+000,-0.21877835E+000, 0.98086053E+002,-0.10206292E+003, 0.11505046E-001, 0.00000000E+000, 0.00000000E+000, 0.34390747E+007, 0.55178086E+002,
32359,32400,25, 0.32159000E+005, 0.65783494E+003, 0.75755547E+003, 0.75845326E+003, 0.62815000E+003, 0.64868205E+003, 0.75907920E+003, 0.76013647E+003, 0.75964061E+003, 0.65690149E+003, 0.13191039E+002, 0.13190949E+002, 0.27699635E+002,-0.67029246E-003,-0.87388255E-006,-0.38417227E+000,-0.38417346E+000,-0.38417478E+000, 0.98076872E+002,-0.10186460E+003, 0.35475833E-001, 0.00000000E+000, 0.00000000E+000, 0.34378481E+007, 0.55171324E+002,
32559,32600,25, 0.32359000E+005, 0.65774685E+003, 0.75750649E+003, 0.75841371E+003, 0.62815000E+003, 0.64865979E+003, 0.75907966E+003, 0.76013560E+003, 0.75964002E+003, 0.65678293E+003, 0.13179790E+002, 0.13179526E+002, 0.27696672E+002,-0.13681685E-002,-0.87187224E-006,-0.22911622E-001,-0.22911395E-001,-0.22911164E-001, 0.98064900E+002,-0.10168825E+003, 0.12618050E-003, 0.00000000E+000, 0.00000000E+000, 0.34366742E+007, 0.55164843E+002,
32759,32800,25, 0.32559000E+005, 0.65765566E+003, 0.75745653E+003, 0.75837379E+003, 0.62815000E+003, 0.64863507E+003, 0.75907966E+003, 0.76013560E+003, 0.75964050E+003, 0.65666313E+003, 0.13168534E+002, 0.13168427E+002, 0.27692902E+002,-0.74851556E-003,-0.90190700E-006, 0.14357664E+000, 0.14357713E+000, 0.14357766E+000, 0.98050902E+002,-0.10151705E+003,-0.49550510E-002, 0.00000000E+000, 0.00000000E+000, 0.34354922E+007, 0.55158313E+002,
